all																						
34																						
Locus_3																						
23																						
0	91	277	336	592	1067	1574	3054	3471	4096	5703	5724	5818	6477	6576	6659	6930	6940	7065	7146	7851	7984	7984
2	1	56	78	55	67	37	75	35	61	78	73	80	69	80	64	80	64	77	63	80	34	40
80	80	80	80	80	80	58	84	50	84	80	74	80	70	80	64	80	64	80	78	80	40	40
Locus_36																						
23																						
0	91	277	336	592	1067	1574	3054	3471	4096	5703	5724	5818	6477	6576	6659	6930	6940	7065	7146	7851	7984	7984
18	26	39	55	53	39	36	73	40	56	70	66	68	63	70	62	73	64	72	57	80	37	38
80	80	80	80	80	80	56	86	50	84	80	74	80	70	80	64	80	64	80	78	80	40	38
Locus_38																						
23																						
0	91	277	336	592	1067	1574	3054	3471	4096	5703	5724	5818	6477	6576	6659	6930	6940	7065	7146	7851	7984	7984
51	27	41	33	34	48	44	80	42	84	80	74	80	70	80	64	80	64	80	78	80	40	40
80	80	80	80	80	80	58	86	50	86	80	74	80	70	80	64	80	64	80	78	80	40	40
Locus_39																						
23																						
0	91	277	336	592	1067	1574	3054	3471	4096	5703	5724	5818	6477	6576	6659	6930	6940	7065	7146	7851	7984	7984
53	23	33	25	27	51	42	81	39	84	80	74	80	70	80	64	80	64	80	78	80	40	40
80	80	80	78	80	80	58	86	50	86	80	74	80	70	80	64	80	64	80	78	80	40	40
Locus_41																						
23																						
0	91	277	336	592	1067	1574	3054	3471	4096	5703	5724	5818	6477	6576	6659	6930	6940	7065	7146	7851	7984	7984
0	38	13	14	18	22	23	56	30	66	75	69	75	70	68	62	72	57	76	70	80	30	40
80	80	80	80	80	80	58	86	50	86	80	74	80	70	80	64	80	64	80	78	80	40	40
Locus_42																						
23																						
0	91	277	336	592	1067	1574	3054	3471	4096	5703	5724	5818	6477	6576	6659	6930	6940	7065	7146	7851	7984	7984
15	40	30	42	40	22	26	69	41	63	73	67	79	58	78	35	75	64	74	77	80	39	31
80	80	80	76	78	80	48	86	50	86	80	74	80	68	80	64	80	64	78	78	80	40	38
Locus_43																						
23																						
0	91	277	336	592	1067	1574	3054	3471	4096	5703	5724	5818	6477	6576	6659	6930	6940	7065	7146	7851	7984	7984
24	55	54	40	54	57	49	82	50	85	80	74	80	70	80	64	80	64	80	78	80	40	40
80	80	80	80	80	80	58	86	50	86	80	74	80	70	80	64	80	64	80	78	80	40	40
Locus_44																						
23																						
0	91	277	336	592	1067	1574	3054	3471	4096	5703	5724	5818	6477	6576	6659	6930	6940	7065	7146	7851	7984	7984
4	7	36	11	32	40	35	86	47	76	80	74	80	70	80	64	80	64	80	78	80	40	40
80	80	80	80	80	80	50	86	48	76	80	74	80	70	80	64	80	64	80	78	80	40	40
Locus_45																						
23																						
0	91	277	336	592	1067	1574	3054	3471	4096	5703	5724	5818	6477	6576	6659	6930	6940	7065	7146	7851	7984	7984
38	42	62	25	46	69	58	86	48	82	80	74	80	70	79	64	79	64	80	78	80	40	40
80	80	80	80	80	80	58	86	48	82	80	74	80	70	80	64	80	64	80	78	80	40	40
Locus_46																						
23																						
0	91	277	336	592	1067	1574	3054	3471	4096	5703	5724	5818	6477	6576	6659	6930	6940	7065	7146	7851	7984	7984
39	47	74	66	35	57	37	84	48	85	80	74	80	70	80	64	80	64	80	78	80	40	40
80	80	80	80	80	80	58	86	50	86	80	74	80	70	80	64	80	64	80	78	80	40	40
Locus_50																						
23																						
0	91	277	336	592	1067	1574	3054	3471	4096	5703	5724	5818	6477	6576	6659	6930	6940	7065	7146	7851	7984	7984
67	66	66	36	25	31	29	84	47	79	80	74	80	70	80	64	80	63	80	78	80	40	40
80	80	80	80	80	80	58	86	48	86	80	74	80	70	80	64	80	64	80	78	80	40	40
Locus_51																						
23																						
0	91	277	336	592	1067	1574	3054	3471	4096	5703	5724	5818	6477	6576	6659	6930	6940	7065	7146	7851	7984	7984
67	66	66	36	25	31	30	84	49	79	80	74	80	70	80	64	80	63	80	78	80	40	40
80	80	80	80	80	80	58	86	50	86	80	74	80	70	80	64	80	64	80	78	80	40	40
