all																		
28																		
Locus_2																		
19																		
0	153	534	2401	3026	3206	3227	3321	3443	3980	4079	4162	4433	4443	4568	4649	5354	5487	5487
56	39	17	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
80	80	80	86	50	80	74	80	86	70	80	64	80	64	80	78	80	40	40
Locus_49																		
19																		
0	153	534	2401	3026	3206	3227	3321	3443	3980	4079	4162	4433	4443	4568	4649	5354	5487	5487
63	32	14	6	0	5	6	2	1	6	0	0	0	0	11	0	0	0	0
80	80	80	86	50	80	74	80	86	70	80	64	80	64	80	78	80	40	40
Locus_52																		
19																		
0	153	534	2401	3026	3206	3227	3321	3443	3980	4079	4162	4433	4443	4568	4649	5354	5487	5487
59	32	14	5	1	5	6	2	1	6	0	0	0	0	6	0	0	0	1
76	80	80	82	50	80	74	80	86	70	80	64	80	64	80	78	80	40	40
